seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
OTU_4286	1814	No terminal repeats	NA	2	11	0.6570	NA	0	1.2501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2504	2746	No terminal repeats	NA	4	11	0.6546	NA	0	1.6195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_312	10647	No terminal repeats	NA	9	11	0.6501	NA	0	3.1956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6405	1339	No terminal repeats	NA	5	11	0.6480	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5846	1430	No terminal repeats	NA	2	11	0.6448	NA	0	0.8056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9518	1009	No terminal repeats	NA	2	11	0.6379	NA	1	1.3824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6007	1404	No terminal repeats	NA	2	11	0.6363	NA	0	0.0000	Unclassified
OTU_3467	2157	No terminal repeats	NA	2	11	0.6299	NA	1	0.9776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8079	1135	No terminal repeats	NA	4	11	0.6235	NA	0	1.4244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3347	2209	No terminal repeats	NA	5	11	0.6162	NA	0	0.0000	Unclassified
OTU_4493	1756	No terminal repeats	NA	3	11	0.6092	NA	1	1.3404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5216	1560	No terminal repeats	NA	3	11	0.5874	NA	0	1.3346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6035	1397	No terminal repeats	NA	2	11	0.5784	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5656	1466	No terminal repeats	NA	2	11	0.5776	NA	1	1.7136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6649	1304	No terminal repeats	NA	3	11	0.5774	NA	0	1.5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5788	1440	No terminal repeats	NA	3	11	0.5757	NA	0	0.0000	Unclassified
OTU_7847	1157	No terminal repeats	NA	3	11	0.5706	NA	0	1.1900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3568	2101	No terminal repeats	NA	3	11	0.5632	NA	0	1.8813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3295	2232	No terminal repeats	NA	4	11	0.5532	NA	0	1.1232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4457	1766	No terminal repeats	NA	3	11	0.5419	NA	0	0.7708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1938	3344	No terminal repeats	NA	3	11	0.5347	NA	0	1.3481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5702	1457	No terminal repeats	NA	2	11	0.5230	NA	1	1.4835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7529	1189	No terminal repeats	NA	3	11	0.5170	NA	0	0.8572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7350	1212	No terminal repeats	NA	3	11	0.5064	NA	0	0.0000	Unclassified
OTU_5633	1470	No terminal repeats	NA	3	11	0.5028	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8852	1064	No terminal repeats	NA	3	11	0.4989	NA	0	1.1313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4132	1869	No terminal repeats	NA	3	11	0.4910	NA	0	1.2821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3796	2008	No terminal repeats	NA	4	11	0.4810	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9058	1045	No terminal repeats	NA	2	11	0.4793	NA	0	1.3921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1140	4813	No terminal repeats	NA	3	11	0.4783	NA	0	0.0000	Unclassified
OTU_9456	1014	No terminal repeats	NA	2	11	0.4729	NA	0	1.2501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3161	2306	No terminal repeats	NA	3	11	0.4728	NA	0	1.7009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6068	1392	No terminal repeats	NA	2	11	0.4690	NA	0	1.7131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7325	1214	No terminal repeats	NA	2	11	0.4614	NA	0	0.0000	Unclassified
OTU_8605	1084	No terminal repeats	NA	3	11	0.4588	NA	1	1.4626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4232	1835	No terminal repeats	NA	3	11	0.4486	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2057	3206	No terminal repeats	NA	4	11	0.4481	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6231	1366	No terminal repeats	NA	3	11	0.4425	NA	0	0.0000	Unclassified
OTU_6183	1373	No terminal repeats	NA	2	11	0.4361	NA	1	1.5667	Unclassified
OTU_5184	1566	No terminal repeats	NA	1	11	0.4259	NA	0	0.0000	Unclassified
OTU_8264	1114	No terminal repeats	NA	4	11	0.4198	NA	0	0.0000	Unclassified
OTU_8351	1106	No terminal repeats	NA	2	11	0.3824	NA	0	0.0000	Unclassified
